V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
30,Independiente,48542,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Bajo
39,Independiente,357173,Técnico,Soltero,Bajo,Alta,Masculino,0,0,59,Bajo
46,Dependiente,113390,Superior,Soltero,Alto,Alta,Masculino,0,1740,60,Medio
40,Dependiente,193494,Secundaria,Soltero,Alto,Alta,Masculino,0,0,46,Bajo
35,Independiente,110188,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Bajo
28,Dependiente,190060,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
40,Dependiente,192381,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
26,Dependiente,152452,Técnico,Soltero,Alto,Alta,Masculino,0,0,50,Medio
20,NA,150084,Secundaria,Conviviente,NA,NA,Masculino,0,0,25,Bajo
27,Independiente,282664,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,45,Bajo
25,Dependiente,92093,Técnico,Soltero,Bajo,Media,Masculino,0,0,20,Bajo
46,Independiente,230979,Técnico,Soltero,Bajo,Alta,Femenino,4787,0,25,Medio
80,Dependiente,34340,Primaria,Caso,Bajo,Bajo,Masculino,0,0,35,Bajo
30,Dependiente,426431,Superior,Conviviente,Alto,Alta,Masculino,10520,0,40,Alto
24,Dependiente,258298,Técnico,Conviviente,Bajo,Bajo,Masculino,0,0,45,Bajo
21,Independiente,56582,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,10,Bajo
33,Dependiente,236396,Técnico,Soltero,Bajo,Bajo,Masculino,0,1902,55,Medio
38,Independiente,414791,Técnico,Soltero,Bajo,Media,Masculino,0,0,42,Alto
39,Dependiente,150217,Secundaria,Soltero,Alto,Alta,Femenino,0,0,38,Alto
19,Dependiente,60661,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,52,Medio
58,Dependiente,234328,Técnico,Soltero,Bajo,Alta,Masculino,0,0,40,Bajo
27,Dependiente,97490,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Medio
41,NA,152880,Secundaria,Soltero,NA,NA,Femenino,0,0,28,Bajo
54,Independiente,365049,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
52,Dependiente,77336,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
35,Dependiente,186110,Secundaria,Soltero,Alto,Alta,Masculino,2000,5200,45,Alto
41,Dependiente,443508,Técnico,Soltero,Alto,Alta,Masculino,0,0,48,Alto
36,Dependiente,179896,Secundaria,Soltero,Alto,Alta,Femenino,3137,0,40,Bajo
49,Dependiente,87928,Técnico,Soltero,Bajo,Media,Masculino,5013,0,40,Bajo
38,Dependiente,133963,Técnico,Soltero,Medio,Media,Femenino,0,0,50,Alto
38,Dependiente,150601,Primaria,Conviviente,Medio,Alta,Masculino,0,3770,40,Bajo
49,Dependiente,309033,Técnico,Soltero,Bajo,Media,Femenino,15024,0,60,Alto
42,Dependiente,334522,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
39,Independiente,287031,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
51,Dependiente,137253,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Alto
29,Dependiente,169662,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
55,Dependiente,135803,Técnico,Soltero,Alto,Alta,Masculino,0,1579,35,Bajo
36,Dependiente,207853,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
29,Dependiente,464536,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
33,Dependiente,119913,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
47,Dependiente,74305,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
28,Dependiente,122922,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,50,Alto
41,Dependiente,143129,Técnico,Soltero,Bajo,Alta,Femenino,2000,0,40,Bajo
21,Dependiente,222490,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
40,Dependiente,84136,Secundaria,Soltero,Alto,Alta,Masculino,0,0,25,Medio
51,Dependiente,136121,Técnico,Soltero,Alto,Baja,Femenino,0,0,38,Alto
53,Dependiente,288020,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
34,Dependiente,226296,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
53,Dependiente,123011,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
56,NA,425497,Técnico,Soltero,NA,NA,Masculino,0,0,20,Bajo
42,Dependiente,343609,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,50,Medio
37,Dependiente,259882,Técnico,Conviviente,Medio,Alta,Femenino,0,0,6,Medio
36,Dependiente,104858,Secundaria,Soltero,Alto,Alta,Masculino,0,0,56,Alto
31,Independiente,209103,Secundaria,Soltero,Alto,Alta,Masculino,3464,0,45,Medio
29,Dependiente,201017,Superior,Conviviente,Medio,Media,Masculino,0,0,55,Bajo
30,Dependiente,78530,Secundaria,Soltero,Alto,Alta,Masculino,0,0,65,Alto
23,Dependiente,200089,Secundaria,Soltero,Alto,Media,Masculino,0,0,40,Alto
35,Dependiente,117166,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,50,Bajo
50,Dependiente,210217,Técnico,Soltero,Bajo,Alta,Masculino,0,0,40,Bajo
38,Dependiente,173208,Superior,Soltero,Alto,Alta,Masculino,0,0,25,Alto
19,Dependiente,286002,Secundaria,Conviviente,Alto,Media,Masculino,0,0,30,Medio
32,Dependiente,180799,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
47,Independiente,123219,Superior,Soltero,Alto,Alta,Masculino,0,0,38,Alto
44,Dependiente,317535,Sin estudios,Soltero,Alto,Media,M,0,0,40,Medio
31,Independiente,189269,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
32,Dependiente,604506,Secundaria,Soltero,Alto,Alta,Masculino,0,0,72,Alto
62,Dependiente,138157,Secundaria,Soltero,Alto,Alta,M,0,0,12,Medio
47,Dependiente,238185,Técnico,Soltero,Bajo,Bajo,Femenino,0,0,40,Bajo
38,Dependiente,189679,Técnico,Soltero,Alto,Alta,Masculino,0,0,50,Alto
36,Dependiente,280440,Técnico,Conviviente,Alto,Baja,Femenino,0,0,45,Medio
51,Dependiente,200450,Secundaria,Soltero,Alto,Alta,Masculino,0,0,48,Medio
48,Dependiente,216292,Secundaria,Soltero,Alto,Alta,Masculino,0,0,43,Alto
35,Dependiente,79050,Secundaria,Conviviente,Alto,Baja,Masculino,0,0,72,Alto
36,Dependiente,167482,Primaria,Conviviente,Medio,Media,Masculino,0,0,40,Medio
55,Dependiente,179715,Primaria,Soltero,Medio,Media,Masculino,0,0,18,Medio
41,Dependiente,421837,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
33,Independiente,133876,Secundaria,Soltero,Alto,Baja,Masculino,0,0,40,Bajo
34,Dependiente,168768,Técnico,Conviviente,Bajo,Bajo,Femenino,0,0,35,Bajo
28,Dependiente,50814,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
33,Dependiente,181372,Superior,Soltero,Alto,Alta,Femenino,0,0,50,Alto
39,Dependiente,348521,Secundaria,Soltero,Alto,Alta,Masculino,0,2415,99,Alto
25,Dependiente,139012,Técnico,Conviviente,Bajo,Bajo,Masculino,2174,0,40,Bajo
80,Dependiente,252466,Técnico,Soltero,Bajo,Media,Masculino,0,0,24,Bajo
49,Dependiente,30219,Secundaria,Soltero,Alto,Alta,Masculino,0,1669,40,Alto
45,Dependiente,34419,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,30,Bajo
19,Dependiente,28790,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Bajo
41,Dependiente,184102,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
51,Dependiente,221672,Superior,Soltero,Alto,Alta,Masculino,15024,0,50,Alto
31,Independiente,144949,Secundaria,Soltero,Alto,Baja,Masculino,0,0,40,Alto
18,Mixto,115630,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,20,Alto
19,Dependiente,97261,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
47,Dependiente,102308,Superior,Soltero,Bajo,Bajo,Masculino,NA,0,50,Medio
25,Dependiente,149943,Secundaria,Conviviente,Alto,Media,Masculino,4101,0,60,Bajo
35,Independiente,128608,Técnico,Conviviente,Bajo,Media,Masculino,0,0,40,Bajo
46,Mixto,173613,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
21,Dependiente,184135,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,1,Medio
33,Dependiente,312055,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,40,Bajo
40,Dependiente,285787,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Alto
57,Dependiente,175942,Secundaria,Soltero,Alto,Alta,Femenino,0,0,50,Alto
27,Dependiente,406662,Secundaria,Conviviente,Alto,Alta,Masculino,4416,0,40,Alto
58,Dependiente,182123,Secundaria,Soltero,Alto,Alta,Masculino,0,0,44,Medio
47,Dependiente,195978,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
40,Dependiente,145439,Sin estudios,Soltero,Bajo,Bajo,Masculino,4064,0,40,Bajo
57,Dependiente,79539,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
45,Dependiente,257609,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Alto
49,Dependiente,143482,Secundaria,Soltero,Alto,Alta,Femenino,0,0,65,Alto
26,Dependiente,166666,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,35,Medio
30,Dependiente,114691,Técnico,Conviviente,Medio,Baja,Masculino,0,0,40,Bajo
46,Dependiente,198759,Superior,Soltero,Alto,Alta,Masculino,0,2415,80,Alto
41,Dependiente,116103,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,50,Medio
21,Dependiente,34616,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,25,Alto
20,NA,211968,Secundaria,Conviviente,NA,NA,Femenino,0,0,45,Bajo
23,Dependiente,447488,Primaria,Conviviente,Medio,Baja,Masculino,0,0,35,Bajo
42,Dependiente,250536,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,21,Alto
66,Dependiente,298834,Técnico,Soltero,Alto,Alta,Masculino,0,0,50,Alto
35,NA,202683,Técnico,Conviviente,NA,NA,Masculino,0,0,40,Bajo
35,Dependiente,189404,Secundaria,Soltero,Alto,Alta,Masculino,0,1740,40,Alto
51,Dependiente,106728,Técnico,Soltero,Bajo,Bajo,Masculino,5178,0,60,Medio
30,Dependiente,97453,Secundaria,Soltero,Alto,Baja,Femenino,0,0,54,Medio
26,Dependiente,157028,Superior,Conviviente,Alto,Alta,Masculino,0,0,55,Alto
47,Dependiente,109089,Secundaria,Soltero,Alto,Alta,Masculino,0,0,70,Alto
49,Independiente,36177,Técnico,Soltero,Bajo,Media,Masculino,0,0,45,Alto
33,Dependiente,140206,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
28,Dependiente,210867,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
48,Dependiente,131826,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
49,Dependiente,241753,Secundaria,Soltero,Medio,Alta,Femenino,0,0,40,Bajo
37,Independiente,60227,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,38,Bajo
53,Dependiente,302868,Técnico,Soltero,Bajo,Media,Masculino,0,0,50,Medio
75,Independiente,31195,Secundaria,Soltero,Alto,Alta,Femenino,0,0,20,Alto
47,Independiente,102628,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
34,Dependiente,143392,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
21,Dependiente,132053,Secundaria,Conviviente,Alto,Alta,Femenino,0,1721,35,Bajo
47,Dependiente,192835,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
39,Dependiente,181553,Técnico,Soltero,Bajo,Alta,Masculino,0,0,55,Bajo
28,Dependiente,42734,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
36,NA,200904,Técnico,Soltero,NA,NA,Femenino,0,0,21,Bajo
19,Dependiente,42750,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,55,Alto
35,Dependiente,206253,Primaria,Conviviente,Medio,Media,Femenino,0,0,40,Bajo
54,Dependiente,226735,Secundaria,Soltero,Alto,Alta,Masculino,0,0,45,Medio
19,Dependiente,115248,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
22,Dependiente,351952,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,20,Alto
37,Dependiente,245053,Secundaria,Soltero,Alto,Alta,Masculino,0,1504,40,Medio
29,Dependiente,50028,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
28,Dependiente,82531,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
29,Dependiente,74500,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Medio
42,Dependiente,29962,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
60,Dependiente,121127,Primaria,Caso,Bajo,Bajo,Femenino,0,0,40,Bajo
24,Dependiente,107882,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
37,Dependiente,140854,Técnico,Soltero,Bajo,Media,Masculino,0,0,50,Alto
47,Independiente,102771,Superior,Soltero,Alto,Alta,M,0,0,40,Alto
24,Dependiente,52242,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
36,Dependiente,108293,Técnico,Soltero,Medio,Media,Femenino,0,1977,45,Medio
44,Independiente,199551,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
24,Dependiente,193920,Superior,Conviviente,Alto,Alta,Femenino,0,0,45,Alto
35,Dependiente,186845,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
20,Dependiente,188300,Secundaria,Conviviente,Alto,Alta,Femenino,2000,0,40,Alto
41,Dependiente,138975,Técnico,Soltero,Medio,Media,Masculino,7688,0,45,Alto
45,Dependiente,379393,Secundaria,Soltero,Alto,Alta,f,0,0,45,Medio
35,Dependiente,106347,Secundaria,Soltero,Alto,Alta,Masculino,0,0,45,Medio
20,Dependiente,493443,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
39,Dependiente,278403,Secundaria,Soltero,Alto,Alta,Masculino,0,0,65,Alto
34,Dependiente,34080,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
21,NA,176356,Secundaria,Conviviente,NA,NA,Femenino,0,0,10,Bajo
39,Dependiente,174368,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
33,Dependiente,101345,Secundaria,Soltero,Alto,Alta,Femenino,0,0,42,Alto
36,Independiente,171482,Secundaria,Soltero,Alto,Alta,Masculino,0,0,56,Alto
45,Dependiente,109434,Técnico,Soltero,Alto,Alta,Masculino,2000,0,55,Alto
23,Dependiente,250743,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
47,Dependiente,101299,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
54,Independiente,21698,Técnico,Soltero,Alto,Baja,Femenino,0,0,40,Alto
35,Dependiente,374524,Superior,Soltero,Alto,Alta,Masculino,0,0,75,Alto
60,Dependiente,210827,Técnico,Soltero,Bajo,Bajo,Masculino,7688,0,40,Alto
23,Dependiente,368739,Técnico,Conviviente,Bajo,Bajo,Femenino,0,0,40,Bajo
18,Dependiente,257980,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Bajo
38,Dependiente,237608,Técnico,Conviviente,Bajo,Alta,Femenino,0,2444,45,Alto
60,Dependiente,227266,Secundaria,Soltero,Alto,Alta,Femenino,0,0,33,Alto
31,Independiente,206823,Técnico,Soltero,Bajo,Alta,Masculino,0,0,50,Medio
58,Dependiente,318106,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
50,Independiente,163921,Primaria,Soltero,Medio,Media,Masculino,0,0,40,Bajo
57,Independiente,47392,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
39,Dependiente,290922,Superior,Conviviente,Alto,Alta,Femenino,0,0,40,Bajo
49,Dependiente,61885,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
50,Dependiente,169646,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,40,Bajo
31,Independiente,206297,Secundaria,Soltero,Medio,Media,Masculino,0,0,40,Alto
56,Dependiente,186556,Secundaria,Soltero,Alto,Alta,Masculino,4800,0,50,Alto
29,Dependiente,52199,Secundaria,Caso,Alto,Alta,Masculino,0,0,40,Alto
34,Independiente,67083,Técnico,Conviviente,Bajo,Bajo,Masculino,1471,0,40,Bajo
50,Independiente,234143,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
35,Dependiente,139364,Secundaria,Soltero,Alto,Alta,Masculino,0,1902,40,Alto
33,Dependiente,206609,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
42,Dependiente,27444,Secundaria,Caso,Alto,Alta,Masculino,0,0,40,Alto
59,Dependiente,125000,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Medio
22,Dependiente,210474,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
73,Dependiente,29306,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
32,Dependiente,37210,Técnico,Soltero,Bajo,Media,Masculino,0,0,45,Medio
42,Independiente,194417,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
30,Dependiente,75755,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
43,Dependiente,111895,Técnico,Soltero,Bajo,Media,Masculino,0,0,50,Medio
25,Dependiente,105693,Técnico,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
34,Dependiente,230246,Primaria,Conviviente,Medio,Media,Masculino,0,0,40,Medio
38,Dependiente,393945,Técnico,Soltero,Bajo,Bajo,Femenino,0,0,36,Bajo
35,Dependiente,120066,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
32,Dependiente,52647,Primaria,Soltero,Medio,Media,Masculino,0,0,45,Bajo
31,NA,233371,Secundaria,Soltero,NA,NA,Femenino,0,0,45,Bajo
44,Independiente,98989,Técnico,Soltero,Alto,Alta,Masculino,0,0,38,Alto
29,Dependiente,174419,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,30,Bajo
22,Dependiente,210781,Técnico,Conviviente,Medio,Media,Femenino,0,0,35,Bajo
36,Dependiente,166988,Técnico,Soltero,Bajo,Media,Femenino,0,0,40,Medio
39,Dependiente,279490,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Alto
20,Dependiente,196745,Secundaria,Conviviente,Alto,Alta,Femenino,594,0,16,Alto
20,Dependiente,39615,Secundaria,Conviviente,Alto,Alta,M,0,0,40,Alto
50,Dependiente,175339,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
30,Dependiente,158688,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
42,Dependiente,125846,Sin estudios,Soltero,Bajo,Bajo,Masculino,0,0,60,Bajo
63,Dependiente,420629,Técnico,Soltero,Alto,Alta,Masculino,0,0,45,Medio
52,Dependiente,237868,Secundaria,Conviviente,Alto,Baja,Masculino,0,0,5,Medio
40,Independiente,391736,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Bajo
21,Dependiente,253612,Secundaria,Conviviente,Alto,Alta,Femenino,1055,0,32,Medio
39,Dependiente,169249,Secundaria,Conviviente,Alto,Media,Masculino,0,0,40,Medio
48,Dependiente,176917,Secundaria,Soltero,Alto,Alta,Masculino,0,0,55,Medio
23,Dependiente,204641,Primaria,Conviviente,Medio,Alta,Masculino,0,0,50,Bajo
40,Dependiente,116103,Secundaria,Conviviente,Alto,Baja,Masculino,4934,0,47,Alto
42,Dependiente,217826,Secundaria,Soltero,Alto,Alta,Masculino,0,0,25,Medio
21,Dependiente,211391,Secundaria,Conviviente,Alto,Alta,f,0,0,27,Bajo
53,Dependiente,134854,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,40,Alto
56,Independiente,391926,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
21,Dependiente,199698,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,45,Bajo
37,Dependiente,268598,Técnico,Soltero,Bajo,Media,M,7298,0,50,Medio
20,Dependiente,117244,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,45,Medio
32,Dependiente,124187,Primaria,Soltero,Medio,Media,Masculino,0,0,40,Bajo
49,Mixto,110457,Secundaria,Soltero,Alto,Alta,M,0,0,50,Alto
34,Dependiente,591711,Secundaria,Conviviente,Medio,Media,Masculino,0,0,48,Bajo
39,Dependiente,175390,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Medio
47,Dependiente,344916,Técnico,Soltero,Bajo,Alta,Masculino,0,0,40,Bajo
36,Independiente,137421,Técnico,Soltero,Bajo,Media,Masculino,0,0,37,Bajo
68,Dependiente,116903,Técnico,Soltero,Bajo,Media,Masculino,0,2149,40,Bajo
48,NA,353824,Secundaria,Soltero,NA,NA,Masculino,0,0,40,Alto
33,Dependiente,207301,Técnico,Soltero,Bajo,Media,Femenino,0,0,40,Bajo
35,Dependiente,377798,Técnico,Conviviente,Alto,Alta,Masculino,0,0,50,Alto
43,Dependiente,102180,Superior,Soltero,Alto,Alta,Masculino,0,0,50,Alto
33,Dependiente,229732,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,45,Medio
27,Dependiente,365110,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,20,Bajo
33,Independiente,154874,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
27,Dependiente,155382,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,25,Bajo
45,Dependiente,347321,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
44,Dependiente,98466,Primaria,Conviviente,Bajo,Bajo,Masculino,0,0,35,Bajo
36,Dependiente,183425,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
67,Dependiente,217028,Superior,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
23,Mixto,394612,Técnico,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
39,Dependiente,89040,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
23,Dependiente,133355,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,15,Bajo
44,Dependiente,182370,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
33,Mixto,913447,Secundaria,Soltero,Bajo,Bajo,Femenino,0,0,40,Bajo
40,Dependiente,329924,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,30,Alto
24,Dependiente,418405,Secundaria,Soltero,Alto,Alta,M,0,0,40,Bajo
21,Dependiente,409230,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
40,Dependiente,177810,Técnico,Soltero,Bajo,Media,Masculino,0,0,30,Bajo
35,Dependiente,261293,Superior,Conviviente,Alto,Alta,Masculino,4800,0,60,Alto
25,Dependiente,509866,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,78,Bajo
46,Mixto,318259,Técnico,Soltero,Bajo,Alta,Femenino,0,0,36,Bajo
50,Independiente,307555,Técnico,Soltero,Bajo,Alta,Masculino,0,0,60,Medio
64,Independiente,199298,Sin estudios,Soltero,Bajo,Bajo,f,0,0,45,Bajo
68,Dependiente,204082,Secundaria,Caso,Alto,Alta,Femenino,0,0,45,Medio
42,Independiente,102343,Superior,Soltero,Alto,Alta,Masculino,0,0,72,Alto
46,Independiente,170092,Superior,Conviviente,Alto,Alta,Femenino,0,0,43,Medio
31,Dependiente,381153,Primaria,Soltero,Medio,Media,Masculino,0,0,40,Medio
53,Independiente,192982,Superior,Soltero,Alto,Alta,M,0,0,38,Alto
58,Dependiente,256274,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Bajo
26,Mixto,152035,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Bajo
34,Dependiente,56026,Secundaria,Soltero,Bajo,Bajo,Masculino,0,0,60,Medio
45,Dependiente,227791,Secundaria,Soltero,Alto,Alta,Masculino,0,1740,50,Bajo
20,Dependiente,387779,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,15,Medio
28,Dependiente,163265,Primaria,Soltero,Medio,Media,Masculino,4508,0,40,Bajo
29,Dependiente,232784,Técnico,Conviviente,Medio,Media,Masculino,0,0,40,Medio
29,Independiente,220419,Técnico,Conviviente,Medio,Media,Masculino,2000,5200,56,Medio
27,Dependiente,131298,Primaria,Soltero,Medio,Media,Masculino,0,0,48,Medio
50,Independiente,50459,Secundaria,Soltero,Alto,Alta,Masculino,4800,0,42,Alto
36,Independiente,76767,Secundaria,Soltero,Alto,Alta,Femenino,0,0,39,Medio
57,Independiente,109015,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Bajo
32,Dependiente,112176,Secundaria,Soltero,Alto,Alta,Masculino,0,0,30,Alto
42,Independiente,104663,Superior,Conviviente,Bajo,Bajo,Femenino,0,0,40,Medio
45,Dependiente,123681,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
44,Independiente,323790,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Medio
67,Dependiente,231559,Superior,Soltero,Alto,Alta,Masculino,20051,5200,48,Alto
49,Dependiente,353824,Secundaria,Soltero,Alto,Alta,Masculino,0,0,45,Alto
66,Dependiente,302072,Técnico,Soltero,Bajo,Alta,Femenino,0,0,40,Bajo
58,Dependiente,371064,Secundaria,Soltero,Alto,Alta,Masculino,0,0,20,Medio
42,Dependiente,210534,Sin estudios,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
38,Dependiente,289148,Secundaria,Caso,Alto,Baja,Femenino,0,0,40,Medio
23,Dependiente,166527,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
32,Dependiente,174215,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Alto
38,Dependiente,131808,Técnico,Soltero,Medio,Alta,Masculino,0,0,40,Bajo
45,Dependiente,155489,Primaria,Soltero,Medio,Media,Masculino,0,0,65,Alto
23,Dependiente,119665,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,60,Medio
38,Independiente,218184,Sin estudios,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
62,NA,266037,Secundaria,Soltero,NA,NA,Masculino,0,0,40,Bajo
19,Dependiente,198668,Primaria,Conviviente,Bajo,Bajo,Femenino,0,0,40,Bajo
37,Independiente,247750,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
25,Dependiente,37379,Técnico,Conviviente,Alto,Alta,Femenino,0,0,50,Medio
25,Dependiente,209384,Secundaria,Conviviente,Alto,Media,Masculino,0,0,32,Alto
46,Dependiente,175625,Superior,Soltero,Medio,Alta,Femenino,0,0,40,Bajo
43,Independiente,98130,Técnico,Soltero,Medio,Media,Femenino,0,0,39,Medio
41,Dependiente,145220,Primaria,Conviviente,Medio,Alta,Femenino,0,0,40,Bajo
42,Dependiente,155469,Técnico,Caso,Bajo,Alta,Femenino,0,0,24,Bajo
60,Dependiente,148522,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
30,Dependiente,128065,Secundaria,Soltero,Alto,Alta,M,0,0,45,Medio
49,Dependiente,200949,Primaria,Conviviente,Medio,Alta,Femenino,0,0,38,Medio
59,Independiente,261584,Técnico,Conviviente,Alto,Alta,Femenino,0,0,40,Bajo
48,Dependiente,248059,Técnico,Soltero,Bajo,Media,Masculino,5013,0,45,Bajo
40,Dependiente,347934,Secundaria,Conviviente,Alto,Alta,Femenino,0,5200,35,Alto
