edad,tipo_relacion_laboral,impuestos_anuales,nivel_educativo,estado_civil,clase_trabajo,educacion_final,genero,ganancia_capital,perdida_capital,horas_semanales,nivel_ingresos
29.0,Dependiente,116613.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
24.0,Dependiente,199555.0,Técnico,Conviviente,Alto,Baja,Masculino,0.0,0.0,5.0,Alto
49.0,Dependiente,122493.0,Secundaria,Casado,Alto,Baja,Masculino,0.0,0.0,40.0,Alto
18.0,Dependiente,172214.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,20.0,Bajo
78.0,Dependiente,385242.0,Técnico,Soltero,Alto,Alta,Masculino,9386.0,0.0,45.0,Alto
52.0,Dependiente,46788.0,Técnico,Soltero,Medio,Alta,Masculino,0.0,0.0,25.0,Medio
53.0,Dependiente,167065.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
40.0,Dependiente,169031.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
30.0,Dependiente,115963.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
22.0,Dependiente,99697.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
66.0,Dependiente,168071.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
34.0,Dependiente,176469.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,38.0,Bajo
40.0,Dependiente,185145.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
45.0,Dependiente,77764.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
33.0,Dependiente,137674.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
42.0,Dependiente,190786.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
63.0,Independiente,57674.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Medio
40.0,Dependiente,34113.0,Secundaria,Conviviente,Alto,Alta,Masculino,6849.0,0.0,43.0,Medio
43.0,Dependiente,216042.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,1617.0,72.0,Alto
37.0,Dependiente,73199.0,Técnico,Soltero,Bajo,Baja,Masculino,3137.0,0.0,77.0,Bajo
61.0,Dependiente,149653.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
35.0,Dependiente,36270.0,Secundaria,Soltero,Alto,Alta,Masculino,2000.0,0.0,60.0,Alto
51.0,Dependiente,22211.0,Superior,Soltero,Alto,Alta,Masculino,0.0,1902.0,60.0,Alto
47.0,Dependiente,218676.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Medio
20.0,Dependiente,146879.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,2001.0,40.0,Alto
21.0,Dependiente,187643.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
38.0,Dependiente,185556.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
31.0,Dependiente,43819.0,Técnico,Soltero,Bajo,Media,Femenino,7688.0,0.0,43.0,Medio
49.0,Independiente,337768.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
37.0,Dependiente,93717.0,Secundaria,Soltero,Alto,Alta,Femenino,7298.0,0.0,45.0,Alto
55.0,Dependiente,52267.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,18.0,Bajo
38.0,Dependiente,125933.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Alto
56.0,Dependiente,139616.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,45.0,Medio
37.0,Dependiente,362062.0,Superior,Soltero,Medio,Media,Masculino,2104.0,0.0,50.0,Medio
58.0,Independiente,208640.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Medio
52.0,Independiente,142757.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
33.0,Dependiente,240979.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
33.0,Dependiente,460408.0,Secundaria,Conviviente,Alto,Alta,Masculino,3325.0,0.0,50.0,Medio
61.0,Dependiente,238913.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
35.0,Mixto,95455.0,Técnico,Soltero,Medio,Alta,Femenino,0.0,0.0,55.0,Bajo
48.0,Dependiente,395368.0,Secundaria,Soltero,Alto,Media,Masculino,0.0,0.0,40.0,Medio
20.0,Dependiente,70708.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Medio
24.0,Dependiente,50341.0,Técnico,Conviviente,Medio,Media,Femenino,0.0,0.0,40.0,Medio
60.0,Dependiente,153356.0,Secundaria,Soltero,Alto,Alta,Masculino,2597.0,0.0,55.0,Bajo
56.0,Dependiente,78090.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,48.0,Medio
27.0,Dependiente,79787.0,Superior,Conviviente,Alto,Alta,Femenino,0.0,0.0,25.0,Alto
50.0,Dependiente,204447.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
68.0,Dependiente,99491.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,20.0,Medio
37.0,Dependiente,359591.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
41.0,Dependiente,185145.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
53.0,Independiente,39643.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,58.0,Alto
39.0,Dependiente,82488.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,38.0,Alto
58.0,Dependiente,236596.0,Secundaria,Soltero,Alto,Alta,Masculino,2000.0,0.0,45.0,Alto
34.0,Dependiente,48014.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,35.0,Medio
53.0,Dependiente,58985.0,Secundaria,Soltero,Medio,Media,Femenino,0.0,0.0,24.0,Bajo
22.0,Dependiente,276133.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
30.0,Dependiente,285295.0,Técnico,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Medio
60.0,Dependiente,223696.0,Sin estudios,Soltero,Medio,Media,Masculino,0.0,0.0,38.0,Medio
49.0,Dependiente,43206.0,Superior,Conviviente,Alto,Alta,Femenino,0.0,0.0,55.0,Alto
22.0,Dependiente,189950.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
36.0,Independiente,180805.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
27.0,Dependiente,297296.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
44.0,Dependiente,105936.0,Técnico,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
18.0,Dependiente,157131.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,12.0,Bajo
51.0,Dependiente,29887.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,44.0,Medio
90.0,Dependiente,313749.0,Técnico,Conviviente,Bajo,Media,Femenino,0.0,0.0,10.0,Bajo
42.0,Dependiente,191712.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,1590.0,40.0,Bajo
65.0,Dependiente,221881.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
24.0,Dependiente,461678.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
21.0,Dependiente,305466.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,70.0,Bajo
57.0,Dependiente,249977.0,Técnico,Soltero,Bajo,Baja,Masculino,2000.0,0.0,40.0,Bajo
36.0,Dependiente,185607.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,30.0,Medio
28.0,Dependiente,181916.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
49.0,Independiente,276247.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
53.0,Independiente,293941.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
48.0,Dependiente,248164.0,Técnico,Soltero,Alto,Alta,Masculino,4386.0,0.0,50.0,Alto
64.0,Dependiente,179436.0,Técnico,Soltero,Bajo,Baja,Masculino,15024.0,0.0,55.0,Medio
39.0,Dependiente,189092.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,45.0,Bajo
20.0,Dependiente,41356.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,32.0,Bajo
50.0,Dependiente,23686.0,Secundaria,Soltero,Alto,Media,Femenino,0.0,0.0,35.0,Alto
28.0,Dependiente,153869.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
51.0,Dependiente,193374.0,Sin estudios,Soltero,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
45.0,Dependiente,151627.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,45.0,Alto
59.0,Dependiente,145574.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
18.0,Dependiente,83451.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Medio
37.0,Independiente,118909.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,35.0,Alto
23.0,Dependiente,113466.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
35.0,Dependiente,152375.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
46.0,Dependiente,243190.0,Secundaria,Soltero,Alto,Alta,Femenino,7688.0,0.0,40.0,Alto
27.0,Dependiente,303954.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,45.0,Bajo
18.0,Dependiente,187770.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
54.0,Dependiente,149650.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
43.0,Dependiente,316820.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,84.0,Medio
68.0,Dependiente,170182.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
50.0,Dependiente,485710.0,Superior,Soltero,Medio,Media,Femenino,0.0,0.0,50.0,Bajo
55.0,Dependiente,189933.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
26.0,Dependiente,318518.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
32.0,Dependiente,227669.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
35.0,Dependiente,451940.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
41.0,Dependiente,169023.0,Técnico,Soltero,Alto,Alta,Femenino,7688.0,0.0,40.0,Alto
35.0,Dependiente,32528.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
41.0,Independiente,26892.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
43.0,Dependiente,243476.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
30.0,Dependiente,139012.0,Técnico,Conviviente,Bajo,Alta,Masculino,2463.0,0.0,40.0,Bajo
21.0,Dependiente,176486.0,Secundaria,Casado,Alto,Media,Femenino,0.0,0.0,60.0,Bajo
37.0,Independiente,354929.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,38.0,Bajo
26.0,Dependiente,190469.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
35.0,Dependiente,193260.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
25.0,Dependiente,137951.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,30.0,Alto
25.0,Dependiente,248990.0,Sin estudios,Conviviente,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
52.0,Dependiente,204402.0,Secundaria,Soltero,Medio,Media,Masculino,0.0,0.0,85.0,Medio
27.0,Dependiente,34701.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
48.0,Dependiente,174533.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
51.0,Dependiente,103407.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
40.0,Dependiente,125206.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
32.0,Dependiente,173730.0,Técnico,Soltero,Bajo,Media,Masculino,7688.0,0.0,40.0,Medio
45.0,Dependiente,190088.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,30.0,Alto
36.0,Dependiente,186110.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
50.0,Dependiente,73493.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
27.0,Dependiente,258102.0,Sin estudios,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
19.0,Dependiente,100999.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Medio
45.0,Dependiente,187581.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
24.0,Dependiente,104146.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
28.0,Dependiente,207513.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,48.0,Medio
31.0,Dependiente,77143.0,Secundaria,Conviviente,Alto,Baja,Masculino,0.0,0.0,40.0,Alto
38.0,Dependiente,23892.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
71.0,Dependiente,176986.0,Secundaria,Casado,Alto,Alta,Masculino,0.0,0.0,24.0,Bajo
20.0,Dependiente,163911.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
49.0,Independiente,223342.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,44.0,Medio
18.0,Dependiente,125441.0,Secundaria,Conviviente,Alto,Alta,Masculino,1055.0,0.0,20.0,Alto
27.0,Dependiente,164607.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
37.0,Dependiente,172694.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
42.0,Independiente,100793.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,60.0,Alto
84.0,Dependiente,388384.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,10.0,Bajo
65.0,Dependiente,149131.0,Secundaria,Soltero,Alto,Media,Masculino,0.0,0.0,40.0,Medio
26.0,Dependiente,245628.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,40.0,Medio
57.0,Dependiente,138285.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
28.0,Independiente,56651.0,Técnico,Conviviente,Bajo,Media,Femenino,0.0,0.0,40.0,Bajo
24.0,Dependiente,180931.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,30.0,Bajo
36.0,Dependiente,331395.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
29.0,Dependiente,136985.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
19.0,Dependiente,201178.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Bajo
63.0,Dependiente,301108.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,22.0,Medio
36.0,Dependiente,163396.0,Técnico,Soltero,Bajo,Media,Femenino,0.0,0.0,40.0,Medio
21.0,Dependiente,185357.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
40.0,Independiente,24763.0,Secundaria,Soltero,Alto,Baja,Masculino,6849.0,0.0,40.0,Alto
36.0,Dependiente,28160.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
21.0,Dependiente,197200.0,Secundaria,Conviviente,Bajo,Baja,Masculino,2000.0,0.0,40.0,Bajo
32.0,Dependiente,116138.0,Superior,Conviviente,Alto,Alta,Masculino,0.0,0.0,11.0,Bajo
28.0,Dependiente,199903.0,Técnico,Conviviente,Bajo,Baja,Femenino,0.0,0.0,20.0,Bajo
38.0,Dependiente,103474.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,45.0,Bajo
69.0,Dependiente,323016.0,Técnico,Soltero,Alto,Alta,Masculino,470.8,0.0,40.0,Alto
47.0,Dependiente,164113.0,Secundaria,Soltero,Alto,Alta,Masculino,7688.0,0.0,40.0,Alto
26.0,Dependiente,108542.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Dependiente,275361.0,Técnico,Casado,Bajo,Media,Femenino,0.0,0.0,35.0,Bajo
28.0,Dependiente,129624.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
35.0,Dependiente,195946.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
31.0,Dependiente,217803.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,32.0,Medio
55.0,Dependiente,408537.0,Primaria,Soltero,Medio,Alta,Femenino,0.0,0.0,37.0,Alto
26.0,Dependiente,310907.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,35.0,Alto
82.0,Dependiente,240491.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
29.0,Dependiente,289991.0,Secundaria,Conviviente,Alto,Baja,Masculino,0.0,0.0,55.0,Bajo
19.0,Dependiente,220901.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
19.0,Dependiente,55284.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,25.0,Bajo
27.0,Dependiente,387776.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
28.0,Dependiente,191935.0,Técnico,Conviviente,Bajo,Media,Masculino,0.0,0.0,20.0,Bajo
38.0,Dependiente,407068.0,Sin estudios,Soltero,Bajo,Baja,Masculino,0.0,0.0,75.0,Bajo
64.0,Dependiente,192884.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Bajo
32.0,Dependiente,210926.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
56.0,Dependiente,98361.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
41.0,Dependiente,58124.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
25.0,Dependiente,159732.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
30.0,Dependiente,315640.0,Superior,Soltero,Alto,Alta,Masculino,0.0,1977.0,40.0,Alto
31.0,Dependiente,144064.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
38.0,Dependiente,245090.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
40.0,Dependiente,118001.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
46.0,Dependiente,181363.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Alto
42.0,Dependiente,181265.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,48.0,Bajo
30.0,Dependiente,236993.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,30.0,Medio
31.0,Dependiente,84130.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
27.0,Dependiente,341672.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,40.0,Bajo
49.0,Independiente,177114.0,Superior,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
47.0,Dependiente,45857.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
53.0,Dependiente,139127.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
40.0,Dependiente,63503.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
48.0,Dependiente,272778.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,32.0,Alto
24.0,Dependiente,304602.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
17.0,Independiente,170916.0,Primaria,Conviviente,Medio,Media,Femenino,0.0,1602.0,40.0,Bajo
26.0,Dependiente,104045.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
44.0,Dependiente,101214.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,44.0,Medio
38.0,Dependiente,234807.0,Técnico,Soltero,Bajo,Media,Femenino,0.0,0.0,50.0,Alto
42.0,Independiente,184682.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
22.0,Dependiente,127647.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,36.0,Bajo
26.0,Dependiente,181920.0,Técnico,Soltero,Medio,Media,Femenino,0.0,0.0,45.0,Alto
25.0,Dependiente,305449.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Dependiente,188081.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
44.0,Dependiente,193494.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,72.0,Alto
30.0,Dependiente,293936.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Bajo
46.0,Independiente,330901.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
28.0,Dependiente,218555.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,1762.0,40.0,Alto
53.0,Dependiente,181317.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
23.0,Independiente,502316.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
54.0,Dependiente,124993.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
44.0,Dependiente,115411.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
55.0,Dependiente,144071.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,18.0,Medio
26.0,Dependiente,201930.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
18.0,Dependiente,164441.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,38.0,Bajo
20.0,Dependiente,204226.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
31.0,Dependiente,106347.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
24.0,Dependiente,39615.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,45.0,Bajo
46.0,Dependiente,164733.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,41.0,Alto
25.0,Dependiente,28520.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
72.0,Dependiente,52138.0,Superior,Soltero,Alto,Alta,Masculino,0.0,2392.0,25.0,Alto
42.0,Dependiente,66460.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,45.0,Alto
53.0,Independiente,132304.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
19.0,Mixto,560804.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Alto
31.0,Dependiente,344275.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,44.0,Alto
31.0,Dependiente,130620.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
51.0,Dependiente,34361.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,20.0,Alto
33.0,Dependiente,193246.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
21.0,Dependiente,109869.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
28.0,Dependiente,189530.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Medio
51.0,Independiente,124076.0,Técnico,Casado,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
38.0,Dependiente,110013.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,43.0,Bajo
57.0,Dependiente,47619.0,Técnico,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
36.0,Dependiente,218015.0,Secundaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,48.0,Bajo
22.0,Dependiente,198148.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
51.0,Dependiente,200576.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,63.0,Alto
22.0,Dependiente,260594.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,25.0,Bajo
59.0,Dependiente,98361.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
41.0,Dependiente,124956.0,Técnico,Soltero,Bajo,Baja,Femenino,0.0,0.0,90.0,Alto
41.0,Dependiente,126850.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
52.0,Dependiente,114971.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
48.0,Dependiente,38950.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,89.0,Alto
36.0,Dependiente,231037.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
51.0,Dependiente,165614.0,Superior,Conviviente,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
32.0,Dependiente,419691.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
31.0,Mixto,213643.0,Secundaria,Soltero,Alto,Alta,Masculino,3908.0,0.0,40.0,Alto
43.0,Dependiente,130126.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
45.0,Dependiente,331643.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
26.0,Dependiente,28856.0,Técnico,Conviviente,Medio,Media,Femenino,0.0,0.0,40.0,Medio
45.0,Dependiente,28035.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,50.0,Alto
20.0,Dependiente,232799.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,25.0,Bajo
31.0,Dependiente,156890.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
46.0,Dependiente,364913.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
30.0,Mixto,236599.0,Secundaria,Soltero,Medio,Media,Masculino,0.0,0.0,50.0,Bajo
55.0,Dependiente,171242.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
74.0,Dependiente,211075.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
32.0,Independiente,230912.0,Superior,Conviviente,Alto,Alta,Femenino,4865.0,0.0,40.0,Bajo
41.0,Dependiente,100800.0,Superior,Soltero,Alto,Alta,Masculino,7298.0,0.0,70.0,Alto
18.0,Dependiente,190325.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
50.0,Dependiente,171225.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Alto
